#time(s),x(m),y(m),theta(rad)
1317398148540904999, 78.292499,178.802182,3.230726
1317398148645086050, 77.316575,178.706548,3.231401
1317398148749269009, 76.353392,178.619097,3.231652
1317398148957603931, 74.405298,178.430813,3.232467
1317398149165985107, 72.478434,178.231884,3.233328
1317398149270193100, 71.518050,178.130868,3.232385
1317398149478606939, 69.591487,177.936985,3.228378
1317398149582808971, 68.620348,177.856699,3.226051
1317398149791213989, 66.687818,177.687458,3.221866
1317398149895435095, 65.722906,177.610662,3.219634
1317398150103873968, 63.783375,177.451020,3.215233
1317398150312277079, 61.856504,177.300840,3.211460
1317398150416457891, 60.881010,177.234285,3.209805
1317398150624846935, 58.933356,177.090378,3.208323
1317398150833163977, 56.978974,176.959437,3.208103
1317398151041506052, 55.017066,176.826585,3.209101
1317398151249838114, 53.049706,176.678220,3.211330
1317398151353996038, 52.058861,176.599723,3.211813
1317398151666593075, 49.120973,176.385145,3.209902
1317398151874963045, 47.145629,176.245577,3.208900
1317398152083353996, 45.154862,176.103503,3.210502
1317398152291676998, 43.175224,175.961283,3.213353
1317398152499991894, 41.172542,175.805177,3.219233
1317398152708300114, 39.185307,175.644088,3.225502
1317398153020843029, 36.192244,175.351269,3.232676
1317398153229228973, 34.196010,175.158276,3.236294
1317398153437633038, 32.196134,174.947243,3.238526
1317398153646085024, 30.199825,174.742913,3.239120
1317398153854521036, 28.188006,174.542773,3.240097
1317398154062932968, 26.178048,174.339374,3.242515
1317398154271301985, 24.204235,174.126460,3.245060
1317398154479643106, 22.221527,173.906395,3.248197
1317398154792105913, 19.278492,173.565141,3.254570
1317398155000377893, 17.327352,173.338412,3.258920
1317398155208698988, 15.387783,173.092672,3.263386
1317398155417010069, 13.472700,172.847965,3.264626
1317398155521168947, 12.526739,172.721688,3.264639
1317398155729523897, 10.618702,172.478484,3.264519
1317398155937918901, 8.729855,172.226959,3.264426
1317398156146275997, 6.865938,171.991461,3.266161
1317398156250432014, 5.938729,171.867851,3.267887
1317398156458748102, 4.128296,171.623384,3.271609
1317398156562901974, 3.241542,171.500743,3.273653
1317398156875369072, 0.608063,171.129326,3.280063
1317398157083730936, -1.115490,170.873450,3.283305
1317398157292097092, -2.791485,170.614252,3.286065
1317398157500510931, -4.405550,170.366961,3.286361
1317398157709110975, -5.939932,170.127255,3.282356
1317398157813400984, -6.702989,170.018905,3.279346
1317398158021944046, -8.198691,169.803756,3.273863
1317398158230478048, -9.667537,169.604909,3.268631
1317398158439002991, -11.106742,169.419554,3.263761
1317398158647521973, -12.520547,169.244691,3.260290
1317398158856029987, -13.884240,169.077980,3.257816
1317398159064479113, -15.235166,168.908965,3.255052
1317398159272979975, -16.541267,168.765329,3.251642
1317398159481511116, -17.792144,168.635186,3.246166
1317398159690066099, -18.991669,168.506734,3.239896
1317398159898647070, -20.108983,168.407186,3.232949
1317398160107219934, -21.171929,168.306687,3.224006
1317398160420186996, -22.645843,168.214983,3.202386
1317398160628842115, -23.573835,168.165021,3.181895
1317398160837508917, -24.457227,168.147600,3.157419
1317398161046171904, -25.278537,168.162874,3.129343
1317398161254815102, -26.059581,168.178730,3.097024
1317398161463520050, -26.778707,168.241927,3.057637
1317398161672256947, -27.460153,168.339392,3.011692
1317398161880978107, -28.106899,168.461867,2.962639
1317398162089761019, -28.749024,168.624868,2.905122
1317398162403032064, -29.663080,168.938016,2.807585
1317398162611876965, -30.219135,169.204931,2.734762
1317398162820733070, -30.769706,169.511699,2.657357
1317398163029556036, -31.327579,169.883383,2.575243
1317398163238302946, -31.858092,170.334644,2.489907
1317398163551311016, -32.657222,171.151686,2.357127
1317398163759917021, -33.170047,171.791225,2.268660
1317398163968422890, -33.670718,172.514643,2.183640
1317398164176933050, -34.144736,173.329894,2.099841
1317398164385462046, -34.578485,174.240347,2.013845
1317398164593856096, -34.986511,175.262187,1.932027
1317398164802086115, -35.343814,176.369454,1.862097
1317398165010076046, -35.656556,177.573157,1.807934
1317398165113971949, -35.808756,178.203855,1.789142
1317398165425532103, -36.191380,180.165627,1.754610
1317398165633284092, -36.442480,181.556167,1.745239
1317398165840977907, -36.696630,183.013744,1.744624
1317398166048727989, -36.984552,184.518159,1.749830
1317398166256603003, -37.271247,186.056413,1.756221
1317398166464633942, -37.573939,187.633582,1.760814
1317398166672774076, -37.888872,189.223692,1.763690
1317398166881006956, -38.214648,190.822568,1.765752
1317398166985117912, -38.381799,191.614403,1.766315
1317398167193363905, -38.714359,193.220659,1.768098
1317398167297518969, -38.880069,194.036189,1.768664
1317398167401679039, -39.041880,194.851046,1.769386
1317398167609956980, -39.385044,196.486373,1.772795
1317398167714113951, -39.555070,197.287852,1.774510
1317398167818280935, -39.719408,198.095488,1.776283
1317398168026654959, -40.068981,199.690781,1.779839
1317398168130856991, -40.242473,200.483431,1.781673
1317398168235049009, -40.415091,201.283234,1.783610
1317398168443480968, -40.768147,202.859046,1.786789
1317398168547693014, -40.933662,203.622942,1.788180
1317398168756175041, -41.280360,205.153106,1.788417
1317398168860429049, -41.451841,205.901239,1.787740
1317398168964680910, -41.618210,206.650849,1.787242
1317398169068926096, -41.779715,207.371762,1.786789
1317398169277375937, -42.095470,208.766744,1.787428
1317398169381572008, -42.256647,209.444279,1.788839
1317398169485781908, -42.408181,210.094201,1.790038
1317398169589972019, -42.554620,210.736707,1.791901
1317398169694153070, -42.696025,211.355681,1.794497
1317398169902540922, -42.980319,212.530494,1.800684
1317398170006742001, -43.105035,213.073923,1.803288
1317398170215344906, -43.370436,214.125562,1.808725
1317398170423696041, -43.609369,215.085958,1.808551
1317398170632324934, -43.810680,215.977901,1.799279
1317398170736675024, -43.907876,216.410828,1.790428
1317398170841044903, -43.993228,216.844364,1.779102
1317398170945442915, -44.080955,217.262130,1.763736
1317398171154310942, -44.193772,218.118623,1.725862
1317398171258765936, -44.239051,218.546013,1.703860
1317398171363234997, -44.279065,218.966785,1.678659
1317398171572288990, -44.309485,219.778358,1.617094
1317398171676832914, -44.296199,220.182532,1.582381
1317398171781383038, -44.272460,220.591396,1.545518
1317398171885934114, -44.208619,220.985118,1.507443
1317398172094938993, -44.073732,221.767564,1.427853
1317398172199435949, -43.989133,222.145577,1.386475
1317398172303908110, -43.889591,222.505989,1.343285
1317398172408377886, -43.773642,222.867579,1.298799
1317398172512839079, -43.652311,223.208790,1.253331
1317398172617260933, -43.506518,223.546576,1.206824
1317398172721663952, -43.331411,223.893412,1.160300
1317398172826047897, -43.135016,224.225532,1.113407
1317398173034817934, -42.733810,224.876690,1.014583
1317398173139194012, -42.508822,225.225551,0.963772
1317398173243510962, -42.271248,225.556927,0.915348
1317398173347821951, -41.998534,225.844406,0.865194
1317398173556452990, -41.377039,226.387467,0.762663
1317398173660774946, -41.048563,226.652907,0.709874
1317398173765053034, -40.695992,226.934337,0.657475
1317398173869308949, -40.309830,227.202572,0.606228
1317398174077769041, -39.457032,227.694243,0.510436
1317398174181910038, -39.002865,227.918251,0.468015
1317398174286017895, -38.533146,228.115756,0.429356
1317398174494024038, -37.537993,228.529657,0.364121
1317398174597984076, -37.002332,228.719667,0.336672
1317398174701958895, -36.465483,228.902021,0.310005
1317398174805948973, -35.900644,229.070849,0.283753
1317398174909940004, -35.309225,229.226627,0.260078
1317398175013880968, -34.703926,229.373732,0.238490
1317398175117815018, -34.081299,229.492810,0.218758
1317398175221766949, -33.436488,229.620418,0.200860
1317398175325711012, -32.768945,229.751201,0.184904
1317398175533545971, -31.389408,229.989706,0.160381
1317398175637417078, -30.695817,230.097215,0.153284
1317398175741292000, -29.975582,230.210393,0.147357
1317398175845202923, -29.234790,230.322876,0.144177
1317398175949091911, -28.482950,230.446396,0.141572
1317398176052964926, -27.721453,230.560267,0.140147
1317398176156886101, -26.947158,230.675659,0.138849
1317398176260812998, -26.164442,230.781704,0.137747
1317398176468694925, -24.568088,231.004649,0.138871
1317398176572613955, -23.764254,231.128606,0.141916
1317398176676548004, -22.972739,231.247570,0.145664
1317398176780524969, -22.181713,231.356962,0.148489
1317398176884490967, -21.374774,231.489339,0.152071
1317398176988481998, -20.569567,231.620678,0.155243
1317398177092494965, -19.762709,231.749358,0.158683
1317398177196513891, -18.969407,231.885514,0.161446
1317398177300554037, -18.157066,232.024951,0.164019
1317398177404603004, -17.344022,232.173385,0.165972
1317398177508662939, -16.512636,232.322589,0.167676
1317398177612725973, -15.699669,232.471237,0.169343
1317398177716824055, -14.889417,232.625583,0.170966
1317398177820935011, -14.074520,232.771665,0.172274
1317398177925033092, -13.265139,232.923986,0.172703
1317398178029176950, -12.438732,233.066505,0.172768
1317398178133316994, -11.623515,233.220329,0.172572
1317398178237442970, -10.798280,233.365176,0.172582
1317398178341609001, -9.963854,233.518419,0.172231
1317398178445765972, -9.154245,233.663971,0.171594
1317398178549913883, -8.344399,233.809800,0.171112
1317398178654100895, -7.524550,233.964788,0.169708
1317398178758316040, -6.706431,234.117192,0.168082
1317398178862519026, -5.893732,234.262375,0.165763
1317398178966692924, -5.078032,234.406256,0.163453
1317398179070875883, -4.267518,234.546346,0.161390
1317398179175059080, -3.469751,234.687668,0.159252
1317398179279253006, -2.665013,234.816687,0.157750
1317398179383438110, -1.854612,234.949950,0.156646
1317398179591695070, -0.263076,235.214292,0.155912
1317398179695864916, 0.511886,235.341985,0.155895
1317398179800023079, 1.297850,235.471034,0.155781
1317398180008352041, 2.864762,235.731104,0.154095
1317398180112536907, 3.650340,235.862299,0.152553
1317398180216727972, 4.428609,235.988149,0.151085
1317398180425110102, 5.969864,236.236383,0.147730
1317398180529303074, 6.731967,236.363363,0.147142
1317398180737643003, 8.252437,236.588344,0.147128
1317398180841804981, 9.021559,236.705957,0.147723
1317398180945957899, 9.773026,236.828418,0.148510
1317398181050112009, 10.524606,236.946019,0.149182
1317398181258435965, 12.030277,237.184778,0.150090
1317398181466792107, 13.502458,237.422043,0.149279
1317398181570981979, 14.235239,237.537840,0.148636
1317398181675164938, 14.992313,237.654604,0.149102
1317398181779316902, 15.712890,237.765749,0.148430
1317398181883483887, 16.433570,237.883758,0.148548
1317398182091850996, 17.861517,238.096905,0.149661
1317398182196007013, 18.589155,238.208354,0.150352
1317398182300179958, 19.308311,238.324816,0.152000
1317398182404371977, 20.034154,238.441678,0.154179
1317398182612694025, 21.444256,238.668766,0.157928
1317398182716898918, 22.136293,238.796674,0.158472
1317398182821116924, 22.832182,238.923083,0.158345
1317398182925333023, 23.527448,239.039579,0.157780
1317398183133747101, 24.890426,239.269991,0.154914
1317398183237956047, 25.570574,239.385157,0.153369
1317398183342139006, 26.255619,239.492084,0.152148
1317398183550493002, 27.595847,239.702425,0.150404
1317398183654639959, 28.252813,239.808937,0.150901
1317398183758749962, 28.902671,239.916215,0.151901
1317398183967044115, 30.189124,240.126392,0.153442
1317398184071202993, 30.827706,240.227036,0.153634
1317398184175360918, 31.461935,240.331819,0.154018
1317398184383721113, 32.722042,240.548692,0.154406
1317398184487932920, 33.362005,240.655737,0.154110
1317398184696393967, 34.615278,240.842954,0.151069
1317398184800625086, 35.231784,240.941864,0.148080
1317398184904854059, 35.854004,241.042673,0.145064
1317398185009098053, 36.473161,241.133224,0.142812
1317398185217616081, 37.700687,241.308067,0.134326
1317398185321897030, 38.332381,241.398157,0.127412
1317398185530427933, 39.619591,241.564960,0.116012
1317398185738965988, 40.946781,241.712399,0.104566
1317398185843220949, 41.618757,241.780629,0.098378
1317398186051702023, 43.021307,241.916654,0.086508
1317398186260168076, 44.461581,242.033582,0.076091
1317398186364398003, 45.190080,242.086915,0.070189
1317398186572776079, 46.690740,242.180410,0.060606
1317398186676959991, 47.473128,242.220664,0.056080
1317398186885312080, 49.090703,242.299610,0.049138
1317398186989459991, 49.916350,242.340596,0.047166
1317398187197762966, 51.593244,242.411451,0.045142
1317398187301873922, 52.452712,242.457493,0.045296
1317398187405985117, 53.331517,242.493313,0.045868
1317398187614208937, 55.123524,242.578870,0.048771
1317398187718293905, 56.045229,242.614788,0.052233
1317398187926455975, 57.916887,242.721626,0.061183
1317398188030519009, 58.878786,242.789542,0.066071
1317398188134581089, 59.836678,242.858204,0.070684
1317398188342705965, 61.786290,243.025435,0.080844
1317398188550905943, 63.766565,243.213125,0.090599
1317398188655028105, 64.765299,243.309896,0.094032
1317398188863284111, 66.754411,243.515482,0.097183
1317398188967427969, 67.763296,243.617191,0.098355
1317398189175688982, 69.784831,243.819343,0.100782
1317398189279834032, 70.787187,243.920591,0.101885
1317398189488092899, 72.784304,244.136060,0.103134
1317398189592230082, 73.775344,244.239617,0.104305
1317398189800496101, 75.769578,244.458483,0.106193
1317398190008800983, 77.768748,244.685076,0.109046
1317398190217071056, 79.728609,244.918844,0.113273
1317398190321203947, 80.735466,245.043290,0.115557
1317398190425337076, 81.730939,245.163417,0.118384
1317398190633604050, 83.687274,245.411467,0.123636
1317398190841829062, 85.629925,245.693103,0.127559
1317398191050065994, 87.557941,245.972726,0.129872
1317398191258387089, 89.461461,246.238765,0.129155
1317398191362544060, 90.412342,246.368683,0.129061
1317398191570837021, 92.301393,246.623854,0.128512
1317398191674972057, 93.246084,246.754954,0.127595
1317398191779140949, 94.181851,246.882684,0.126203
1317398191987466097, 96.052857,247.145471,0.121834
1317398192091615915, 96.991512,247.270977,0.118324
1317398192299932957, 98.855893,247.503831,0.110444
1317398192404090881, 99.776521,247.611015,0.106243
1317398192612402916, 101.622676,247.817281,0.098313
1317398192716562986, 102.554473,247.907551,0.092930
1317398192820754051, 103.482386,248.004735,0.087072
1317398193029119968, 105.329684,248.162470,0.071279
1317398193133325100, 106.255833,248.232217,0.062393
1317398193341690063, 108.127859,248.342424,0.043644
1317398193445885897, 109.070268,248.385365,0.034322
1317398193550101995, 110.013020,248.414759,0.025065
1317398193758522987, 111.890695,248.446991,0.005524
1317398193862732887, 112.832318,248.451413,-0.005146
1317398193966933012, 113.778219,248.437822,-0.016106
1317398194175318003, 115.653061,248.374957,-0.037101
1317398194279499054, 116.605505,248.328604,-0.045389
1317398194383647919, 117.555455,248.272091,-0.051318
1317398194487759113, 118.512211,248.208606,-0.055522
1317398194695887089, 120.413118,248.081257,-0.057979
1317398194799897909, 121.364225,248.016034,-0.055660
1317398194903888941, 122.314762,247.954646,-0.051553
1317398195111834049, 124.221023,247.858345,-0.038918
1317398195215826988, 125.177162,247.822434,-0.033103
1317398195319840908, 126.110214,247.793888,-0.027729
1317398195527872086, 127.981447,247.749650,-0.016593
1317398195735902071, 129.855901,247.740609,-0.005136
1317398195839937925, 130.797647,247.757257,0.001716
1317398196048079014, 132.665867,247.784984,0.015140
1317398196256377935, 134.504109,247.835823,0.024625
1317398196360555887, 135.415851,247.864793,0.026403
1317398196568943977, 137.198108,247.911041,0.027972
1317398196777344942, 138.934589,247.973623,0.028902
1317398196985739946, 140.595436,248.019462,0.030136
1317398197089935064, 141.414339,248.043020,0.030457
1317398197298362017, 143.049613,248.109863,0.030226
1317398197402573109, 143.880536,248.131808,0.029631
1317398197611030102, 145.527302,248.185598,0.026971
1317398197819493055, 147.165150,248.221063,0.023636
1317398197923707008, 147.969336,248.235711,0.022295
1317398198132101059, 149.558576,248.276559,0.022841
1317398198340466976, 151.148216,248.313366,0.027618
1317398198548768044, 152.722015,248.375386,0.036305
1317398198757055044, 154.275700,248.442914,0.044293
1317398198965321064, 155.812410,248.519990,0.051690
1317398199173687935, 157.348635,248.605466,0.056627
1317398199382031918, 158.889905,248.701560,0.060079
1317398199486213923, 159.642687,248.752982,0.060858
1317398199694603920, 161.119590,248.860423,0.061278
1317398199903054953, 162.543264,248.961208,0.060610
1317398200111470938, 163.879200,249.042556,0.059731
1317398200215708971, 164.516821,249.088376,0.059616
1317398200424134970, 165.703623,249.167163,0.060350
1317398200632565975, 166.767302,249.231809,0.062016
1317398200841021061, 167.754213,249.310403,0.063464
1317398201049554110, 168.681011,249.370944,0.061210
1317398201258172035, 169.579697,249.436277,0.054080
1317398201466828108, 170.449158,249.490478,0.044446
1317398201675487995, 171.264867,249.516882,0.033804
1317398201988373995, 172.362345,249.533729,0.020291
1317398202196921110, 173.004192,249.544723,0.012526
1317398202301184893, 173.321850,249.541604,0.008560
1317398202509768963, 173.948584,249.536517,-0.001133
1317398202718349934, 174.564245,249.528181,-0.012143
1317398202822628975, 174.860347,249.523110,-0.018022
1317398203031236887, 175.451743,249.502728,-0.032843
1317398203239834070, 176.029282,249.473610,-0.052944
1317398203448517084, 176.643474,249.418277,-0.081351
1317398203761517048, 177.582773,249.318304,-0.128703
1317398203970174074, 178.218459,249.212903,-0.166707
1317398204178793907, 178.889822,249.062540,-0.210683
1317398204491833925, 179.975428,248.778245,-0.290119
1317398204700536013, 180.729231,248.503723,-0.350504
1317398204909223080, 181.520052,248.143687,-0.416483
1317398205117885113, 182.306556,247.727022,-0.486413
1317398205326461077, 183.101298,247.220981,-0.559365
1317398205430763960, 183.499904,246.932873,-0.596315
1317398205639298916, 184.298923,246.310255,-0.671645
1317398205847851992, 185.064716,245.585638,-0.747533
1317398205952115059, 185.443534,245.193161,-0.784845
1317398206160602093, 186.188621,244.341907,-0.855741
1317398206369086981, 186.886513,243.415771,-0.926276
1317398206473340988, 187.225513,242.915307,-0.962687
1317398206681854010, 187.853740,241.856769,-1.036856
1317398206786099911, 188.140752,241.289910,-1.075266
1317398206994621992, 188.675279,240.135114,-1.153927
1317398207203125954, 189.101792,238.910038,-1.232481
1317398207307379007, 189.282325,238.272272,-1.272296
1317398207515795946, 189.615649,236.944893,-1.347195
1317398207724039078, 189.852408,235.567330,-1.410916
1317398207932225943, 190.023290,234.124261,4.816476
1317398208036267042, 190.097507,233.397205,4.792339
1317398208244798899, 190.186622,231.923078,4.750775
1317398208452410936, 190.195724,230.423247,4.711379
1317398208660522938, 190.168690,228.870801,4.671311
1317398208764595032, 190.134203,228.087157,4.652309
1317398208972728014, 190.024416,226.501562,4.619862
1317398209180818081, 189.865286,224.901330,4.594648
1317398209388869047, 189.645650,223.258534,4.577387
1317398209492903948, 189.527193,222.436028,4.570446
1317398209701006889, 189.285586,220.778757,4.561350
1317398209805104971, 189.161649,219.933151,4.557783
1317398210013259888, 188.886495,218.249799,4.553951
1317398210221355915, 188.626822,216.572020,4.556473
1317398210325381994, 188.496194,215.722907,4.559502
1317398210533404112, 188.247476,214.035000,4.570426
1317398210741457939, 188.026221,212.371031,4.582877
1317398210845516920, 187.933497,211.548010,4.589395
1317398211053644896, 187.746505,209.886099,4.602237
1317398211261831045, 187.585400,208.269650,4.613996
1317398211365938902, 187.517251,207.499845,4.618477
1317398211574232101, 187.384617,205.981033,4.625033
1317398211782680035, 187.267870,204.547399,4.626826
1317398211886909962, 187.205093,203.853885,4.626752
1317398212095422029, 187.091767,202.507763,4.624832
1317398212199675083, 187.037328,201.869908,4.622262
1317398212408221006, 186.928064,200.613097,4.615420
1317398212512500048, 186.868704,200.017412,4.609985
1317398212721131086, 186.734456,198.851729,4.595361
1317398212825484037, 186.661642,198.297011,4.585222
1317398213034214973, 186.484403,197.194284,4.554815
1317398213138628006, 186.383245,196.655847,4.534751
1317398213347558975, 186.140029,195.627435,4.486132
1317398213452056885, 186.005208,195.144540,4.455750
1317398213661111116, 185.683235,194.190723,4.379366
1317398213870189905, 185.287989,193.293622,4.292558
1317398213974756002, 185.057876,192.862494,4.245982
1317398214183829069, 184.551050,192.050679,4.146918
1317398214392790079, 183.971396,191.299026,4.041436
1317398214601627111, 183.320952,190.637489,3.937435
1317398214705979109, 182.971493,190.355783,3.884865
1317398215018953085, 181.818263,189.529510,3.729282
1317398215227550983, 180.955738,189.085491,3.629693
1317398215331800938, 180.489138,188.892156,3.583115
1317398215540143967, 179.498998,188.526108,3.500522
1317398215748251915, 178.448956,188.225748,3.434941
1317398215956145048, 177.370899,187.940565,3.382422
1317398216060080051, 176.806837,187.811233,3.360931
1317398216267882109, 175.631127,187.568775,3.327413
1317398216371778965, 175.026361,187.454355,3.313713
1317398216579687119, 173.760475,187.252302,3.288461
1317398216787663937, 172.448910,187.074849,3.265625
1317398216891632080, 171.755380,186.997268,3.257872
1317398217099562883, 170.331619,186.851200,3.250634
1317398217203537941, 169.598353,186.772410,3.250113
1317398217411535025, 168.129147,186.595177,3.251867
1317398217619668007, 166.589717,186.399971,3.251016
1317398217723784924, 165.805874,186.303012,3.250266
1317398217932035923, 164.192261,186.124658,3.247625
1317398218140312910, 162.506294,185.934894,3.244883
1317398218348695993, 160.785453,185.730368,3.241524
1317398218452855110, 159.908719,185.637989,3.238541
1317398218661290884, 158.085296,185.449154,3.232588
1317398218765507936, 157.147153,185.342992,3.229181
1317398218973849058, 155.291269,185.184008,3.225302
1317398219078008890, 154.366817,185.100773,3.225241
1317398219182166100, 153.404157,185.009791,3.225321
1317398219390460014, 151.498456,184.829903,3.226834
1317398219494609118, 150.544425,184.731857,3.227210
1317398219702925920, 148.627148,184.545782,3.228114
1317398219911195040, 146.711362,184.356512,3.228905
1317398220015353918, 145.756132,184.276668,3.228794
1317398220223637104, 143.828481,184.088633,3.228413
1317398220431940079, 141.916904,183.920871,3.226866
1317398220640234947, 140.020033,183.743422,3.225634
1317398220848514080, 138.152144,183.574167,3.224792
1317398221056811094, 136.272986,183.406302,3.223719
1317398221265104055, 134.407804,183.245845,3.223781
1317398221473418951, 132.551783,183.089612,3.224458
1317398221681778908, 130.701303,182.939191,3.224072
1317398221890173912, 128.843839,182.787234,3.223628
1317398222098627090, 126.979818,182.633513,3.221619
1317398222307125092, 125.114442,182.492010,3.216696
1317398222515580893, 123.215451,182.354130,3.212783
1317398222724067926, 121.308255,182.218120,3.209265
1317398222932526112, 119.395251,182.104166,3.207709
1317398223036756992, 118.420160,182.041454,3.207494
1317398223245188951, 116.487938,181.914295,3.208559
1317398223453579903, 114.532305,181.770844,3.211383
1317398223661873102, 112.553294,181.622679,3.218751
1317398223870162010, 110.544050,181.449363,3.228869
1317398224078427076, 108.547993,181.246772,3.238974
1317398224286709070, 106.534925,181.016977,3.247402
1317398224495095968, 104.500489,180.777686,3.252703
1317398224703515053, 102.433544,180.546174,3.255353
1317398224911936045, 100.338198,180.303999,3.256768
1317398225120347977, 98.192925,180.053749,3.257411
1317398225328710079, 96.065693,179.785577,3.258243
1317398225537101984, 93.925043,179.521095,3.258476
1317398225849611044, 90.721431,179.129050,3.256636
1317398226057950974, 88.583349,178.880933,3.255413
1317398226266271114, 86.443715,178.626330,3.254399
1317398226474595070, 84.303018,178.373282,3.253892
1317398226682900906, 82.167520,178.133022,3.254098
1317398226995358944, 78.966164,177.760876,3.255516
1317398227203676939, 76.843898,177.503947,3.256196
1317398227412008047, 74.713691,177.246858,3.254923
1317398227620390892, 72.600296,176.984268,3.250439
1317398227933001041, 69.409616,176.620938,3.239797
1317398228245565891, 66.191174,176.317370,3.229916
1317398228558033943, 62.956855,176.034914,3.221307
1317398228870441914, 59.711348,175.783496,3.216208
1317398229182777882, 56.431721,175.538413,3.216959
1317398229599168062, 51.989910,175.186151,3.223517
1317398229911493063, 48.645200,174.884544,3.232763
1317398230327925920, 44.113573,174.413846,3.245318
1317398230640333891, 40.665464,174.028640,3.251593
1317398230952656031, 37.197778,173.616242,3.258067
1317398231369038105, 32.557266,173.017748,3.268638
1317398231681446075, 29.099786,172.538293,3.274617
1317398231993880987, 25.629559,172.049052,3.279087
1317398232306288004, 22.191295,171.559398,3.281969
1317398232514592886, 19.925690,171.229919,3.283895
1317398232826973915, 16.547620,170.721404,3.287703
1317398233139413118, 13.221087,170.214451,3.291725
1317398233451781988, 9.946857,169.687860,3.295333
1317398233660027981, 7.826603,169.338402,3.297388
1317398233868278980, 5.793770,169.000858,3.300588
1317398234076522112, 3.807471,168.664582,3.304233
1317398234284849882, 1.896590,168.338511,3.307480
1317398234597369909, -0.855532,167.851750,3.312354
1317398234909920931, -3.458934,167.380185,3.311945
1317398235118393898, -5.094927,167.087585,3.304241
1317398235326937914, -6.696047,166.818622,3.291268
1317398235639893055, -9.026675,166.502138,3.259461
1317398235952914000, -11.297829,166.288020,3.224842
1317398236161458969, -12.762134,166.203696,3.203727
1317398236474167109, -14.884044,166.120450,3.178954
1317398236786654949, -16.925699,166.085582,3.171558
1317398237098977089, -18.822468,166.034114,3.179326
1317398237203088999, -19.418346,166.014768,3.183198
1317398237411351919, -20.545517,165.954885,3.192293
1317398237619656086, -21.589190,165.893856,3.201228
1317398237828010082, -22.529912,165.830419,3.209808
1317398238036406994, -23.375599,165.753486,3.218025
1317398238244822025, -24.121569,165.683731,3.225587
1317398238557482004, -25.050602,165.575518,3.234387
1317398238870172977, -25.791366,165.497838,3.241344
1317398239182899952, -26.431436,165.423106,3.246913
1317398239495660067, -27.033035,165.352694,3.252783
1317398239808437109, -27.631058,165.278197,3.258687
1317398240016925097, -28.014195,165.237572,3.262576
1317398240225373030, -28.409877,165.189396,3.267304
1317398240433795929, -28.807343,165.122202,3.272645
1317398240642194033, -29.245131,165.039486,3.279330
1317398240850611925, -29.758546,164.952970,3.285840
1317398241058970928, -30.345717,164.869294,3.293267
1317398241267395973, -30.998819,164.755787,3.299576
1317398241475857973, -31.742870,164.621040,3.301110
1317398241788558960, -33.045541,164.397704,3.298435
1317398241997057915, -34.031623,164.236778,3.295956
1317398242309798956, -35.650395,164.010356,3.293724
1317398242622454882, -37.417475,163.737985,3.296709
1317398242935036898, -39.401289,163.444475,3.304144
1317398243247677088, -41.468384,163.068805,3.312111
1317398243456155062, -42.965474,162.786556,3.313943
1317398243768873930, -45.332916,162.362675,3.317431
1317398244185786963, -48.679531,161.732194,3.320832
1317398244498428106, -51.361813,161.230656,3.322484
1317398244811109066, -54.116898,160.714523,3.319463
1317398245123872042, -56.980149,160.180898,3.314046
1317398245332384109, -58.934760,159.839499,3.310786
1317398245540822029, -60.918816,159.502772,3.309187
1317398245749243975, -62.913163,159.164494,3.309811
1317398245853432894, -63.909494,158.987590,3.310571
1317398246061760902, -65.948824,158.621844,3.312388
1317398246165951967, -66.974820,158.449446,3.313130
1317398246374258995, -69.024221,158.077883,3.314145
1317398246582628012, -71.094126,157.712761,3.314312
1317398246686785936, -72.133850,157.534060,3.313942
1317398246895087004, -74.201372,157.171014,3.313941
1317398246999219894, -75.253849,156.975542,3.313822
1317398247207525015, -77.359006,156.592088,3.313887
1317398247311674118, -78.403339,156.401328,3.314126
1317398247624078035, -81.554175,155.830133,3.314881
1317398247832400084, -83.649738,155.438200,3.315855
1317398248040735006, -85.719738,155.067471,3.315079
1317398248249100924, -87.810679,154.687785,3.314609
1317398248561659098, -90.949824,154.146894,3.315159
1317398248769956112, -93.051691,153.771627,3.317121
1317398248978302956, -95.165466,153.390255,3.319123
1317398249186702967, -97.257194,153.013852,3.320450
1317398249395077944, -99.348947,152.612191,3.321625
1317398249603478909, -101.473554,152.207247,3.322715
1317398249916002989, -104.643783,151.617249,3.325311
1317398250124305964, -106.776373,151.187901,3.328811
1317398250228473902, -107.832428,150.983494,3.330673
1317398250436748981, -109.966739,150.560638,3.336732
1317398250749264002, -113.167338,149.907510,3.343712
1317398250957580090, -115.302582,149.442114,3.348527
1317398251165896893, -117.447860,148.969137,3.352966
1317398251374201059, -119.579095,148.493234,3.357939
1317398251478327036, -120.646422,148.256115,3.360576
1317398251686602116, -122.785869,147.762037,3.366004
1317398251790735006, -123.853417,147.508608,3.368821
1317398251894861937, -124.930374,147.245652,3.371531
1317398252103116989, -127.062303,146.738507,3.376478
1317398252207240105, -128.133777,146.480985,3.379052
1317398252311351061, -129.207660,146.216154,3.381760
1317398252519561052, -131.351380,145.670527,3.386917
1317398252623698950, -132.431922,145.404831,3.388936
1317398252831892967, -134.568732,144.848067,3.392285
1317398252936038971, -135.647764,144.574518,3.394101
1317398253040160894, -136.724544,144.294851,3.395985
1317398253248397112, -138.869411,143.731605,3.398952
