#idx, dt(s),dx(m),dy(m),dtheta(m)
536, 0.100067, 0.386195, 0.000000, 0.055888
537, 0.099934, 0.385157, 0.000000, 0.056081
538, 0.110005, 0.423097, 0.000000, 0.060659
539, 0.100021, 0.383300, 0.000000, 0.054042
540, 0.109973, 0.422080, 0.000000, 0.059032
541, 0.099994, 0.387068, 0.000000, 0.052750
542, 0.109995, 0.431499, 0.000000, 0.055175
543, 0.099980, 0.397099, 0.000000, 0.047008
544, 0.100173, 0.402038, 0.000000, 0.043025
545, 0.109824, 0.446569, 0.000000, 0.042256
546, 0.100022, 0.413247, 0.000000, 0.033907
547, 0.110149, 0.465297, 0.000000, 0.033098
548, 0.100085, 0.433476, 0.000000, 0.024245
549, 0.109765, 0.487597, 0.000000, -6.258546
550, 0.099995, 0.457040, 0.000000, 0.019317
551, 0.109986, 0.518895, 0.000000, 0.015903
552, 0.100158, 0.487509, 0.000000, 0.013661
553, 0.100065, 0.501912, 0.000000, 0.015440
554, 0.109806, 0.570034, 0.000000, 0.017548
555, 0.099972, 0.537895, 0.000000, 0.017789
556, 0.109983, 0.613426, 0.000000, 0.017543
557, 0.100018, 0.577126, 0.000000, 0.014300
558, 0.110176, 0.655956, 0.000000, 0.014959
559, 0.099874, 0.612864, 0.000000, 0.011434
560, 0.109938, 0.695294, 0.000000, 0.008559
561, 0.100003, 0.651534, 0.000000, 0.004780
562, 0.100000, 0.669417, 0.000000, 0.003469
563, 0.110355, 0.759055, 0.000000, 0.002603
564, 0.099630, 0.703525, 0.000000, 0.001006
565, 0.110006, 0.797143, 0.000000, -0.001730
566, 0.099995, 0.743284, 0.000000, -0.005501
567, 0.110034, 0.837863, 0.000000, -0.008926
568, 0.099995, 0.778707, 0.000000, -0.009044
569, 0.110050, 0.875631, 0.000000, -0.010339
570, 0.100017, 0.812948, 0.000000, -0.009576
571, 0.099922, 0.828652, 0.000000, -0.009511
572, 0.110006, 0.930888, 0.000000, -0.011483
573, 0.100016, 0.862792, 0.000000, -0.010307
574, 0.109927, 0.964610, 0.000000, -0.011858
575, 0.100020, 0.889730, 0.000000, -0.010442
576, 0.109982, 0.987205, 0.000000, -0.010676
577, 0.100178, 0.904246, 0.000000, -0.008608
578, 0.099824, 0.903706, 0.000000, -0.008525
579, 0.110005, 0.997040, 0.000000, -0.008421
580, 0.099998, 0.907141, 0.000000, -0.005818
581, 0.109997, 0.999128, 0.000000, -0.004211
582, 0.100241, 0.912139, 0.000000, -0.002238
583, 0.109757, 1.000506, 0.000000, -0.001439
584, 0.100003, 0.913406, 0.000000, -0.000723
585, 0.100002, 0.915755, 0.000000, -0.000765
586, 0.109980, 1.009397, 0.000000, -0.000984
587, 0.100216, 0.921000, 0.000000, -0.000842
588, 0.109790, 1.009078, 0.000000, -0.000451
589, 0.099982, 0.918567, 0.000000, -0.000063
590, 0.100046, 0.918940, 0.000000, 0.000278
591, 0.109968, 1.009349, 0.000000, 0.000590
592, 0.100028, 0.917320, 0.000000, 0.000695
593, 0.110068, 1.009420, 0.000000, 0.001083
594, 0.100069, 0.918172, 0.000000, 0.000310
595, 0.109806, 1.008159, 0.000000, 0.001039
596, 0.100180, 0.919769, 0.000000, 0.000594
597, 0.099912, 0.917107, 0.000000, 0.000313
598, 0.109904, 1.009312, 0.000000, 0.000240
599, 0.100016, 0.918643, 0.000000, 0.000000
600, 0.109987, 1.009414, 0.000000, -0.001047
601, 0.100131, 0.917540, 0.000000, -0.001536
602, 0.109870, 1.004561, 0.000000, -0.002137
603, 0.100003, 0.912121, 0.000000, -0.001334
604, 0.099977, 0.910101, 0.000000, -0.001139
605, 0.110097, 1.000255, 0.000000, -0.000923
606, 0.100124, 0.907891, 0.000000, -0.000497
607, 0.109798, 0.993632, 0.000000, -0.000811
608, 0.099972, 0.902933, 0.000000, -0.000506
609, 0.100024, 0.901780, 0.000000, -0.000845
610, 0.109973, 0.989682, 0.000000, -0.000680
611, 0.100314, 0.901368, 0.000000, -0.000764
612, 0.109676, 0.984459, 0.000000, -0.000264
613, 0.099977, 0.898164, 0.000000, -0.000343
614, 0.110015, 0.991308, 0.000000, -0.000359
615, 0.100047, 0.904717, 0.000000, -0.000707
616, 0.100019, 0.907702, 0.000000, -0.000728
617, 0.109986, 1.001935, 0.000000, -0.001052
618, 0.100103, 0.915185, 0.000000, -0.000970
619, 0.109877, 1.008346, 0.000000, -0.000858
620, 0.100192, 0.923104, 0.000000, -0.001104
621, 0.109822, 1.016179, 0.000000, -0.001078
622, 0.099950, 0.928154, 0.000000, -0.001151
623, 0.099990, 0.930872, 0.000000, -0.000692
624, 0.110000, 1.026824, 0.000000, -0.001097
625, 0.100147, 0.938598, 0.000000, 0.000012
626, 0.109876, 1.035866, 0.000000, -0.000615
627, 0.099965, 0.947118, 0.000000, 0.000589
628, 0.110054, 1.046750, 0.000000, 0.001853
629, 0.099988, 0.954656, 0.000000, 0.003086
630, 0.100121, 0.959441, 0.000000, 0.003651
631, 0.109817, 1.056872, 0.000000, 0.004860
632, 0.100014, 0.966948, 0.000000, 0.004771
633, 0.109985, 1.068216, 0.000000, 0.005639
634, 0.100016, 0.975653, 0.000000, 0.005011
635, 0.100244, 0.981595, 0.000000, 0.004431
636, 0.109762, 1.078885, 0.000000, 0.003491
637, 0.099998, 0.986874, 0.000000, 0.001620
638, 0.110000, 1.090445, 0.000000, 0.000909
639, 0.099998, 0.995757, 0.000000, 0.000920
640, 0.110059, 1.100088, 0.000000, 0.000992
641, 0.100104, 1.003388, 0.000000, 0.000815
642, 0.109822, 1.102157, 0.000000, 0.000864
643, 0.100056, 1.003811, 0.000000, 0.000953
644, 0.100177, 1.003202, 0.000000, 0.000506
645, 0.109829, 1.096948, 0.000000, 0.000447
646, 0.099965, 0.996494, 0.000000, 0.000323
647, 0.109962, 1.094718, 0.000000, 0.000748
648, 0.100006, 0.994487, 0.000000, 0.000294
649, 0.100139, 0.995204, 0.000000, 0.000611
650, 0.109852, 1.091624, 0.000000, 0.000512
651, 0.099989, 0.993755, 0.000000, 0.000346
652, 0.109992, 1.092769, 0.000000, 0.000390
653, 0.100025, 0.993250, 0.000000, 0.000528
654, 0.110018, 1.092690, 0.000000, -0.000416
655, 0.099976, 0.993273, 0.000000, 0.000064
656, 0.099990, 0.993929, 0.000000, -0.000659
657, 0.109991, 1.093788, 0.000000, -0.000213
658, 0.100050, 0.995032, 0.000000, 0.000059
659, 0.110165, 1.095161, 0.000000, 0.000116
660, 0.099792, 0.991536, 0.000000, -0.000314
661, 0.099972, 0.993433, 0.000000, -0.000046
662, 0.110015, 1.093737, 0.000000, -0.000051
663, 0.099997, 0.994575, 0.000000, 0.000258
664, 0.110174, 1.095090, 0.000000, -0.000114
665, 0.099848, 0.991557, 0.000000, 0.000499
666, 0.110031, 1.092049, 0.000000, 0.000306
667, 0.099925, 0.990872, 0.000000, 0.000622
668, 0.100188, 0.993241, 0.000000, 0.000209
669, 0.109857, 1.088871, 0.000000, 0.000480
670, 0.099964, 0.989494, 0.000000, 0.000217
671, 0.109976, 1.087283, 0.000000, -0.000475
672, 0.100029, 0.988571, 0.000000, -0.002099
673, 0.100240, 0.991011, 0.000000, -0.001995
674, 0.109738, 1.085025, 0.000000, -0.002607
675, 0.100002, 0.988337, 0.000000, -0.002075
676, 0.110009, 1.087375, 0.000000, -0.002352
677, 0.099996, 0.988817, 0.000000, -0.002141
678, 0.110203, 1.090076, 0.000000, -0.002670
679, 0.099793, 0.987544, 0.000000, -0.001928
680, 0.099993, 0.989984, 0.000000, -0.002128
681, 0.110050, 1.090394, 0.000000, -0.001625
682, 0.099931, 0.991116, 0.000000, -0.001757
683, 0.110053, 1.092503, 0.000000, -0.000838
684, 0.099944, 0.993739, 0.000000, -0.000666
685, 0.110037, 1.096044, 0.000000, -0.000214
686, 0.099961, 0.996556, 0.000000, -0.000410
687, 0.100017, 0.997291, 0.000000, 0.000363
688, 0.110181, 1.098968, 0.000000, 0.000609
689, 0.099842, 0.997095, 0.000000, 0.001235
690, 0.109947, 1.100171, 0.000000, 0.001074
691, 0.100020, 1.002497, 0.000000, 0.000627
692, 0.100150, 1.003868, 0.000000, -0.000552
693, 0.109878, 1.100760, 0.000000, -0.000429
694, 0.099953, 1.001760, 0.000000, -0.000635
695, 0.109997, 1.104418, 0.000000, -0.000554
696, 0.100051, 1.007220, 0.000000, -0.000607
697, 0.110108, 1.110228, 0.000000, 0.000374
698, 0.099850, 1.007212, 0.000000, 0.000988
699, 0.099980, 1.009015, 0.000000, 0.001274
700, 0.110003, 1.111289, 0.000000, 0.001594
701, 0.099982, 1.011155, 0.000000, 0.002211
702, 0.110048, 1.113995, 0.000000, 0.003567
703, 0.099957, 1.012792, 0.000000, 0.003271
704, 0.100007, 1.014581, 0.000000, 0.003022
705, 0.109996, 1.117849, 0.000000, 0.002943
706, 0.099998, 1.017810, 0.000000, 0.002190
707, 0.110150, 1.122861, 0.000000, 0.002077
708, 0.099851, 1.019668, 0.000000, 0.001735
709, 0.110012, 1.125592, 0.000000, 0.002251
710, 0.099991, 1.024635, 0.000000, 0.001145
711, 0.100045, 1.025966, 0.000000, 0.000971
712, 0.110115, 1.129529, 0.000000, 0.000299
713, 0.099888, 1.024827, 0.000000, 0.000157
714, 0.109945, 1.128194, 0.000000, 0.000601
715, 0.100011, 1.026094, 0.000000, 0.000532
716, 0.100104, 1.026319, 0.000000, 0.001145
717, 0.109929, 1.125205, 0.000000, 0.001244
718, 0.099962, 1.021035, 0.000000, 0.001506
719, 0.110017, 1.121164, 0.000000, 0.001424
720, 0.099957, 1.016589, 0.000000, 0.001367
721, 0.110230, 1.118497, 0.000000, 0.001618
722, 0.099756, 1.009299, 0.000000, 0.001777
723, 0.099988, 1.008724, 0.000000, 0.002193
724, 0.110006, 1.106384, 0.000000, 0.002478
725, 0.100022, 1.003202, 0.000000, 0.002460
726, 0.110150, 1.102288, 0.000000, 0.002001
727, 0.099813, 0.996419, 0.000000, 0.002637
728, 0.100020, 0.995483, 0.000000, 0.002024
729, 0.109998, 1.091028, 0.000000, 0.001068
730, 0.100044, 0.988873, 0.000000, 0.000227
731, 0.109990, 1.084038, 0.000000, -0.000180
732, 0.099997, 0.982795, 0.000000, -0.000205
733, 0.109978, 1.077412, 0.000000, -0.000267
734, 0.100054, 0.976348, 0.000000, 0.000064
735, 0.099904, 0.970498, 0.000000, -0.000012
736, 0.110250, 1.065137, 0.000000, 0.000509
737, 0.099899, 0.958619, 0.000000, 0.001387
738, 0.109869, 1.045568, 0.000000, 0.001843
739, 0.099968, 0.942276, 0.000000, 0.001550
740, 0.100250, 0.936417, 0.000000, 0.001689
741, 0.109799, 1.017661, 0.000000, 0.002021
742, 0.099957, 0.919948, 0.000000, 0.002120
743, 0.109993, 1.005295, 0.000000, 0.002603
744, 0.100015, 0.907624, 0.000000, 0.001857
745, 0.110147, 0.990815, 0.000000, 0.001682
746, 0.099847, 0.888603, 0.000000, 0.001329
747, 0.100000, 0.879551, 0.000000, 0.001420
748, 0.109993, 0.953837, 0.000000, 0.001518
749, 0.100053, 0.853682, 0.000000, 0.000752
750, 0.109968, 0.921813, 0.000000, -0.000321
751, 0.099987, 0.823206, 0.000000, -0.001416
752, 0.109983, 0.891636, 0.000000, -0.002524
753, 0.100052, 0.800710, 0.000000, -0.002756
754, 0.099949, 0.791021, 0.000000, -0.002539
755, 0.110098, 0.862289, 0.000000, -0.003014
756, 0.099885, 0.775168, 0.000000, -0.002616
757, 0.110065, 0.847479, 0.000000, -0.002672
758, 0.099926, 0.763370, 0.000000, -0.002689
759, 0.110268, 0.835662, 0.000000, -0.002419
760, 0.099917, 0.750608, 0.000000, -0.001950
761, 0.099881, 0.742786, 0.000000, -0.001516
762, 0.109935, 0.807899, 0.000000, -0.001221
763, 0.100015, 0.726031, 0.000000, -0.001168
764, 0.110126, 0.789902, 0.000000, -0.001341
765, 0.099887, 0.707617, 0.000000, -0.001175
766, 0.109956, 0.768120, 0.000000, -0.001682
767, 0.100020, 0.687696, 0.000000, -0.001668
768, 0.099996, 0.675576, 0.000000, -0.002049
769, 0.110064, 0.728353, 0.000000, -0.002852
770, 0.099934, 0.646694, 0.000000, -0.002594
771, 0.109997, 0.694745, 0.000000, -0.003351
772, 0.100056, 0.615517, 0.000000, -0.003346
773, 0.109953, 0.658512, 0.000000, -0.003529
774, 0.100207, 0.584738, 0.000000, -0.003918
775, 0.099761, 0.568039, 0.000000, -0.004705
776, 0.110006, 0.610725, 0.000000, -0.006035
777, 0.100011, 0.542443, 0.000000, -0.006330
778, 0.109987, 0.584311, 0.000000, -0.008396
779, 0.100002, 0.520625, 0.000000, -0.008932
780, 0.110038, 0.560750, 0.000000, -0.011304
781, 0.099944, 0.497641, 0.000000, -0.011074
782, 0.100016, 0.485784, 0.000000, -0.012180
783, 0.110105, 0.520161, 0.000000, 6.269135
784, 0.100041, 0.461011, 0.000000, -0.013520
785, 0.109826, 0.495287, 0.000000, -0.015714
786, 0.100047, 0.440974, 0.000000, -0.015795
787, 0.110115, 0.472632, 0.000000, -0.019434
788, 0.100106, 0.416794, 0.000000, -0.019476
789, 0.099780, 0.405234, 0.000000, -0.020938
790, 0.109945, 0.440433, 0.000000, -0.024469
791, 0.100013, 0.397888, 0.000000, -0.022471
792, 0.109976, 0.435552, 0.000000, -0.026272
793, 0.110128, 0.434428, 0.000000, -0.029171
794, 0.099870, 0.392467, 0.000000, -0.028369
795, 0.100048, 0.391200, 0.000000, -0.030136
796, 0.109967, 0.426587, 0.000000, -0.034224
797, 0.099974, 0.384336, 0.000000, -0.031941
798, 0.100059, 0.381668, 0.000000, -0.033850
799, 0.109955, 0.416903, 0.000000, -0.039190
800, 0.099992, 0.380899, 0.000000, -0.036652
801, 0.110019, 0.426832, 0.000000, -0.042145
802, 0.099961, 0.396301, 0.000000, -0.039486
803, 0.110103, 0.446942, 0.000000, -0.043886
804, 0.099881, 0.415034, 0.000000, -0.040810
805, 0.100037, 0.424455, 0.000000, -0.041490
806, 0.110027, 0.477294, 0.000000, -0.046612
807, 0.100186, 0.444112, 0.000000, -0.042765
808, 0.109791, 0.497481, 0.000000, -0.047249
809, 0.099981, 0.464082, 0.000000, -0.043068
810, 0.109970, 0.524534, 0.000000, -0.046763
811, 0.100177, 0.492353, 0.000000, -0.041091
812, 0.109908, 0.558666, 0.000000, -0.045221
813, 0.099967, 0.526279, 0.000000, -0.040665
814, 0.099963, 0.543404, 0.000000, -0.040270
815, 0.110005, 0.617195, 0.000000, -0.045499
816, 0.099996, 0.578438, 0.000000, -0.041811
817, 0.110179, 0.656345, 0.000000, -0.044518
818, 0.099858, 0.611050, 0.000000, -0.038325
819, 0.099937, 0.626966, 0.000000, -0.035264
820, 0.110019, 0.708857, 0.000000, -0.035379
821, 0.100000, 0.660308, 0.000000, -0.027763
822, 0.110274, 0.744485, 0.000000, -0.025790
823, 0.099698, 0.687508, 0.000000, -0.017461
824, 0.099999, 0.703610, 0.000000, -0.012746
825, 0.110005, 0.790562, 0.000000, -0.012447
826, 0.100003, 0.733666, 0.000000, -0.008819
827, 0.110065, 0.823337, 0.000000, -0.006187
828, 0.099950, 0.761309, 0.000000, -0.003213
829, 0.099992, 0.774812, 0.000000, -0.000742
830, 0.110143, 0.869247, 0.000000, 0.001129
831, 0.099989, 0.802798, 0.000000, 0.002161
832, 0.109929, 0.896145, 0.000000, 0.003168
833, 0.099986, 0.825992, 0.000000, 0.002966
834, 0.099904, 0.833355, 0.000000, 0.002878
835, 0.110166, 0.926639, 0.000000, 0.002267
836, 0.099991, 0.846383, 0.000000, 0.001715
837, 0.109877, 0.933341, 0.000000, 0.001610
838, 0.099973, 0.851490, 0.000000, 0.000508
839, 0.100010, 0.853416, 0.000000, 0.000718
840, 0.110007, 0.940305, 0.000000, 0.000415
841, 0.100186, 0.858476, 0.000000, 0.000544
842, 0.109832, 0.944444, 0.000000, 0.000628
843, 0.099995, 0.863135, 0.000000, 0.000605
844, 0.099974, 0.865484, 0.000000, 0.000413
845, 0.109988, 0.952860, 0.000000, 0.000438
846, 0.100090, 0.865112, 0.000000, 0.001290
847, 0.109932, 0.947083, 0.000000, 0.001928
848, 0.100030, 0.859831, 0.000000, 0.001705
849, 0.099945, 0.857374, 0.000000, 0.001613
850, 0.109965, 0.940977, 0.000000, 0.001490
851, 0.100172, 0.854736, 0.000000, 0.001791
852, 0.109854, 0.934855, 0.000000, 0.002091
853, 0.099992, 0.848927, 0.000000, 0.001689
854, 0.110154, 0.932265, 0.000000, 0.001746
855, 0.099987, 0.841933, 0.000000, 0.001096
856, 0.100039, 0.836571, 0.000000, 0.001477
857, 0.109808, 0.909433, 0.000000, 0.000489
858, 0.100007, 0.819264, 0.000000, -0.000065
859, 0.110140, 0.891546, 0.000000, -0.000409
860, 0.099942, 0.796636, 0.000000, -0.000763
861, 0.109929, 0.859871, 0.000000, -0.000324
862, 0.100002, 0.765715, 0.000000, -0.000013
863, 0.100083, 0.749952, 0.000000, 0.000555
864, 0.109888, 0.804751, 0.000000, 0.001565
865, 0.100292, 0.716062, 0.000000, 0.001288
866, 0.109702, 0.762499, 0.000000, 0.002143
867, 0.100021, 0.675872, 0.000000, 0.002440
868, 0.099972, 0.656339, 0.000000, 0.003076
869, 0.110015, 0.699954, 0.000000, 0.003143
870, 0.100128, 0.616711, 0.000000, 0.002754
871, 0.109932, 0.654745, 0.000000, 0.003107
872, 0.099933, 0.574815, 0.000000, 0.002349
873, 0.109994, 0.610620, 0.000000, 0.000985
874, 0.099991, 0.535372, 0.000000, -0.001511
875, 0.100055, 0.518278, 0.000000, -0.003361
876, 0.109919, 0.554729, 0.000000, -0.006617
877, 0.100023, 0.497621, 0.000000, -0.008381
878, 0.110018, 0.543851, 0.000000, -0.012584
879, 0.100148, 0.492843, 0.000000, -0.015030
880, 0.109814, 0.537963, 0.000000, -0.019013
881, 0.099999, 0.487173, 0.000000, -0.019197
882, 0.110007, 0.532240, 0.000000, -0.023885
883, 0.100190, 0.481562, 0.000000, -0.024779
884, 0.099989, 0.477831, 0.000000, -0.028301
885, 0.109818, 0.521337, 0.000000, -0.034590
886, 0.100034, 0.471122, 0.000000, -0.033701
887, 0.109961, 0.513384, 0.000000, -0.039136
888, 0.099994, 0.462778, 0.000000, -0.037009
889, 0.110173, 0.505865, 0.000000, -0.041658
890, 0.099816, 0.455270, 0.000000, -0.038743
891, 0.109998, 0.497842, 0.000000, -0.043731
892, 0.100024, 0.449107, 0.000000, -0.041828
893, 0.109973, 0.490951, 0.000000, -0.047044
894, 0.100263, 0.447222, 0.000000, -0.043781
895, 0.099721, 0.447812, 0.000000, -0.045000
896, 0.110026, 0.499549, 0.000000, -0.049343
897, 0.099982, 0.458036, 0.000000, -0.045442
898, 0.110023, 0.508303, 0.000000, -0.050677
899, 0.100014, 0.467062, 0.000000, -0.049266
900, 0.110034, 0.519847, 0.000000, -0.054289
901, 0.100044, 0.477504, 0.000000, -0.046862
902, 0.099900, 0.480666, 0.000000, -0.048405
903, 0.110043, 0.536031, 0.000000, -0.054467
904, 0.099983, 0.495862, 0.000000, -0.049964
905, 0.109944, 0.558073, 0.000000, -0.056450
906, 0.100002, 0.520665, 0.000000, -0.050666
907, 0.109978, 0.586178, 0.000000, -0.054389
908, 0.100236, 0.545873, 0.000000, -0.047521
909, 0.099863, 0.554640, 0.000000, -0.045229
910, 0.109937, 0.624530, 0.000000, -0.044646
911, 0.099981, 0.581980, 0.000000, -0.037101
912, 0.109997, 0.656307, 0.000000, -0.036508
913, 0.100189, 0.612803, 0.000000, -0.028717
914, 0.099812, 0.624646, 0.000000, -0.026378
915, 0.109997, 0.704570, 0.000000, -0.028034
916, 0.099979, 0.654117, 0.000000, -0.025467
917, 0.110054, 0.735617, 0.000000, -0.025152
918, 0.100308, 0.685396, 0.000000, -0.020773
919, 0.099643, 0.695536, 0.000000, -0.019409
920, 0.109972, 0.785551, 0.000000, -0.019380
921, 0.100028, 0.729770, 0.000000, -0.015539
922, 0.109998, 0.818378, 0.000000, -0.015486
923, 0.100064, 0.758064, 0.000000, -0.010273
924, 0.099989, 0.769754, 0.000000, -0.006977
925, 0.110050, 0.862280, 0.000000, -0.005089
926, 0.100093, 0.799165, 0.000000, -0.003319
927, 0.110027, 0.894153, 0.000000, -0.002630
928, 0.099812, 0.823406, 0.000000, -0.001445
929, 0.099914, 0.834701, 0.000000, -0.000680
930, 0.110039, 0.929750, 0.000000, -0.001459
931, 0.100136, 0.852533, 0.000000, -0.000279
932, 0.110120, 0.940127, 0.000000, 0.001676
933, 0.099726, 0.851819, 0.000000, 0.003313
934, 0.100004, 0.853937, 0.000000, 0.003599
935, 0.110025, 0.939921, 0.000000, 0.003752
936, 0.099962, 0.855357, 0.000000, 0.002936
937, 0.110170, 0.944406, 0.000000, 0.003632
938, 0.099832, 0.857984, 0.000000, 0.003210
939, 0.100055, 0.862883, 0.000000, 0.003120
940, 0.109947, 0.952935, 0.000000, 0.002926
941, 0.099998, 0.870801, 0.000000, 0.002275
942, 0.110192, 0.962483, 0.000000, 0.002192
943, 0.099815, 0.873134, 0.000000, 0.001806
944, 0.099973, 0.875000, 0.000000, 0.001822
945, 0.110018, 0.964826, 0.000000, 0.001497
946, 0.099975, 0.878975, 0.000000, 0.000764
947, 0.110093, 0.970169, 0.000000, 0.000475
948, 0.099912, 0.882012, 0.000000, 0.000012
949, 0.099996, 0.883068, 0.000000, -0.000271
950, 0.110125, 0.972005, 0.000000, -0.000348
951, 0.099938, 0.881232, 0.000000, -0.000522
952, 0.110002, 0.968417, 0.000000, -0.000627
953, 0.099931, 0.878053, 0.000000, -0.000772
954, 0.110006, 0.964564, 0.000000, -0.001807
955, 0.100137, 0.875884, 0.000000, -0.002297
956, 0.100045, 0.872861, 0.000000, -0.002206
957, 0.109835, 0.956194, 0.000000, -0.001854
958, 0.099962, 0.868471, 0.000000, -0.002252
959, 0.110011, 0.952749, 0.000000, -0.001807
960, 0.100019, 0.862246, 0.000000, -0.001036
961, 0.100067, 0.858510, 0.000000, -0.000662
962, 0.109941, 0.939028, 0.000000, 0.000171
963, 0.099935, 0.850564, 0.000000, 0.000027
964, 0.110019, 0.933351, 0.000000, 0.000135
965, 0.099989, 0.844949, 0.000000, -0.000443
966, 0.100106, 0.842677, 0.000000, -0.001335
967, 0.109882, 0.921878, 0.000000, -0.001475
968, 0.100009, 0.836470, 0.000000, -0.001309
969, 0.109981, 0.916409, 0.000000, -0.002084
970, 0.100005, 0.829459, 0.000000, -0.001648
971, 0.110039, 0.908699, 0.000000, -0.000839
972, 0.099966, 0.822487, 0.000000, -0.000010
973, 0.099996, 0.820211, 0.000000, 0.000363
974, 0.110139, 0.900593, 0.000000, 0.000276
975, 0.100073, 0.815306, 0.000000, 0.000780
976, 0.109868, 0.891838, 0.000000, 0.000365
977, 0.099983, 0.808621, 0.000000, 0.000619
978, 0.109943, 0.885988, 0.000000, 0.000240
979, 0.100131, 0.803119, 0.000000, 0.000000
980, 0.099893, 0.797484, 0.000000, -0.000087
981, 0.109963, 0.876189, 0.000000, -0.000973
982, 0.099997, 0.794424, 0.000000, 0.000221
983, 0.110005, 0.869040, 0.000000, -0.000309
984, 0.099982, 0.784212, 0.000000, -0.000970
985, 0.100418, 0.782101, 0.000000, 0.001610
986, 0.109522, 0.850108, 0.000000, 0.001141
987, 0.100062, 0.775188, 0.000000, 0.000438
988, 0.109981, 0.848401, 0.000000, 0.001350
989, 0.100008, 0.767465, 0.000000, 0.001954
990, 0.110187, 0.841394, 0.000000, 0.002296
991, 0.099824, 0.758845, 0.000000, 0.001649
992, 0.100045, 0.757596, 0.000000, 0.000648
993, 0.109956, 0.829161, 0.000000, -0.000268
994, 0.099981, 0.750786, 0.000000, -0.000591
995, 0.110077, 0.823120, 0.000000, -0.001136
996, 0.099934, 0.743073, 0.000000, -0.001582
997, 0.099964, 0.738370, 0.000000, -0.001483
998, 0.110065, 0.807841, 0.000000, -0.001369
999, 0.100181, 0.731007, 0.000000, -0.001246
1000, 0.109850, 0.796250, 0.000000, -0.000815
1001, 0.099905, 0.717870, 0.000000, 0.000386
1002, 0.110011, 0.783578, 0.000000, 0.001272
1003, 0.100128, 0.708680, 0.000000, 0.001044
1004, 0.099947, 0.703995, 0.000000, 0.000607
1005, 0.109947, 0.770767, 0.000000, 0.000472
1006, 0.099965, 0.698183, 0.000000, 0.000322
1007, 0.109995, 0.765707, 0.000000, 0.000269
1008, 0.099995, 0.693202, 0.000000, 0.000149
1009, 0.100200, 0.691067, 0.000000, -0.000167
1010, 0.109820, 0.753815, 0.000000, -0.000788
1011, 0.099990, 0.683468, 0.000000, -0.002148
1012, 0.110016, 0.748757, 0.000000, -0.003303
1013, 0.099976, 0.677740, 0.000000, -0.002942
1014, 0.110204, 0.746677, 0.000000, -0.002212
1015, 0.099838, 0.678803, 0.000000, -0.002955
1016, 0.099941, 0.684346, 0.000000, -0.004712
1017, 0.110002, 0.761318, 0.000000, -0.007071
1018, 0.099983, 0.699326, 0.000000, -0.006033
1019, 0.110057, 0.778275, 0.000000, -0.005345
1020, 0.099946, 0.714951, 0.000000, -0.005138
1021, 0.110011, 0.795697, 0.000000, -0.006524
1022, 0.099983, 0.732202, 0.000000, -0.005754
1023, 0.100240, 0.744200, 0.000000, -0.005778
1024, 0.109807, 0.826514, 0.000000, -0.006488
1025, 0.099965, 0.762645, 0.000000, -0.004745
1026, 0.109988, 0.850536, 0.000000, -0.005785
1027, 0.100151, 0.785635, 0.000000, -0.005666
1028, 0.110092, 0.877349, 0.000000, -0.005446
1029, 0.099748, 0.808137, 0.000000, -0.003989
1030, 0.100040, 0.823813, 0.000000, -0.004520
1031, 0.109956, 0.920486, 0.000000, -0.004471
1032, 0.100009, 0.850444, 0.000000, -0.003168
1033, 0.110115, 0.951363, 0.000000, -0.002301
1034, 0.099891, 0.876726, 0.000000, -0.001295
1035, 0.099984, 0.890052, 0.000000, -0.000558
1036, 0.110006, 0.993339, 0.000000, 0.000277
1037, 0.099978, 0.916388, 0.000000, 0.000525
1038, 0.110216, 1.025794, 0.000000, 0.001393
1039, 0.099802, 0.941972, 0.000000, 0.001305
1040, 0.109989, 1.050960, 0.000000, 0.003317
1041, 0.099988, 0.966751, 0.000000, 0.003994
1042, 0.100013, 0.978148, 0.000000, 0.004391
1043, 0.110019, 1.088300, 0.000000, 0.005402
1044, 0.099968, 0.999392, 0.000000, 0.004393
1045, 0.109982, 1.109957, 0.000000, 0.005206
1046, 0.100175, 1.019904, 0.000000, 0.005144
1047, 0.099890, 1.024610, 0.000000, 0.004887
1048, 0.110021, 1.134934, 0.000000, 0.005136
1049, 0.099921, 1.034257, 0.000000, 0.003383
1050, 0.109989, 1.141019, 0.000000, 0.002399
1051, 0.100139, 1.041891, 0.000000, 0.001218
1052, 0.099938, 1.042421, 0.000000, 0.001212
1053, 0.110011, 1.149424, 0.000000, 0.001380
1054, 0.099892, 1.044784, 0.000000, 0.000994
1055, 0.109989, 1.151407, 0.000000, 0.001062
1056, 0.100035, 1.047095, 0.000000, 0.000532
1057, 0.100227, 1.047323, 0.000000, 0.000813
1058, 0.109744, 1.144702, 0.000000, 0.001109
1059, 0.100002, 1.042169, 0.000000, 0.000958
1060, 0.110043, 1.146875, 0.000000, 0.001046
1061, 0.099965, 1.041180, 0.000000, 0.001119
1062, 0.110316, 1.146659, 0.000000, 0.001769
1063, 0.099681, 1.033143, 0.000000, 0.001834
1064, 0.099992, 1.033398, 0.000000, 0.002446
1065, 0.109989, 1.133980, 0.000000, 0.002566
1066, 0.100027, 1.029001, 0.000000, 0.002756
1067, 0.110021, 1.128179, 0.000000, 0.003054
1068, 0.100011, 1.021822, 0.000000, 0.002440
1069, 0.099926, 1.017799, 0.000000, 0.002082
